⚠️ File truncated for preview (showing first 0.5MB of 1.5MB)
────────────────────────────────────────────────────────────

timestamp,TT_101,TT_102,LT_101,LT_102,CT_104,CT_105,CT_106,conversion,selectivity,SP_TT_101,SP_TT_102,SP_LT_101,SP_LT_102,FT_101,FT_102
180,70.0889405988805,64.8571370836723,62.6176884085149,61.4803959770854,0.1032011930081,0.216012352460016,0.0139144488944241,92.9457146614195,98.5015781966065,70,65,60,60,20,25
190,70.2797099116534,64.681375955284,61.9280544073902,63.770206685383,0.101676393103173,0.237606911342029,0.0143919693433686,98.4207777220571,94.5963622662057,70,65,60,60,20,25
200,70.335839159319,64.9907558043514,62.5320030962942,63.7631023582173,0.10234167873623,0.244912783245411,0.0147116518387939,94.9217139682305,95.1200400368307,70,65,60,60,20,25
210,70.0017591279546,65.2255743375341,64.7625019785333,63.3418527237526,0.102851747754123,0.240146777459931,0.0149797603154803,91.9987816497526,96.6183352263989,70,65,60,60,20,25
220,70.3888650565652,65.2075340423933,62.7696665043858,60.51375045808,0.104405977516278,0.253399885656728,0.0147565684596981,94.1408983819332,97.2462085626722,70,65,60,60,20,25
230,70.1948299122421,64.8203920367818,62.155008892675,62.5344344564113,0.103206814296965,0.260088507886944,0.0150832438337048,92.7701921577721,96.463722055921,70,65,60,60,20,25
240,69.9806635287,64.9431193655226,63.6896175165503,63.0015261932133,0.0994135548230449,0.26042270088387,0.0151743342946633,92.420800184501,95.2826094820361,70,65,60,60,20,25
250,69.9866511466407,65.2896359832667,61.2888794925645,62.7684204274482,0.105109039824301,0.262068946318728,0.0155142400350234,89.5247184095509,95.887852642425,70,65,60,60,20,25
260,70.1296539203723,64.7559969144564,61.6582036094514,60.5200705302084,0.100221764404993,0.276000446885623,0.0157461803118962,91.9975317458323,97.1876862216051,70,65,60,60,20,25
270,69.6669196415687,65.3711715739787,61.0765021507988,62.36819978211,0.105955651709911,0.278794306949303,0.0159459875341538,90.9366873683647,93.9983951977927,70,65,60,60,20,25
280,69.9404624331042,64.7887858335803,60.8608795084684,61.5467450215003,0.10345385397681,0.277443691422708,0.0161821315543683,93.68027541619,95.6189310145667,70,65,60,60,20,25
290,70.4179331658393,64.9997686602665,60.6200914399032,62.5413963845086,0.104736347526142,0.294559681251314,0.0164919930641556,95.9608907060429,96.2093721802236,70,65,60,60,20,25
300,70.3019680831641,65.4722410783159,61.0636070783583,61.2741691772779,0.10268945546652,0.301609107603864,0.0163433654247991,93.0137457665528,95.515625580234,70,65,60,60,20,25
310,70.1744705578732,65.1948871562323,59.8603756198275,61.8555087999338,0.106809405002047,0.309857749548139,0.017594254410119,91.6547556721241,93.1042230836253,70,65,60,60,20,25
320,70.1698870560698,65.0645383551521,62.3720467672314,62.6349207395198,0.106158304000568,0.303483251702685,0.0171055076776921,92.1441049121993,96.5883211749238,70,65,60,60,20,25
330,70.0313925159164,65.1223730518049,60.9638653116212,61.0164074104351,0.106606863216091,0.30883021950856,0.0173924471521634,92.7307147087407,95.8853043976547,70,65,60,60,20,25
340,70.3305631531513,65.1680796163055,61.8219427900872,63.3338947187891,0.106265806895672,0.313167549819706,0.0179669279025225,88.8720814426383,96.4907075863803,70,65,60,60,20,25
350,69.8901304448475,65.0168986608419,62.1926745336829,60.5281964676855,0.110076278306406,0.322679792025425,0.0172440825442463,92.4874699286884,99.2183112853764,70,65,60,60,20,25
360,70.0506548973469,64.8482321718015,61.8854788482363,61.305226290097,0.106415661018804,0.315714908027482,0.0175723108882337,95.2573096219389,97.4944914269774,70,65,60,60,20,25
370,69.9672389548124,64.8200872670821,61.0510270875243,60.9235523291971,0.10493689958652,0.331252183200814,0.017636768594904,92.0045909847678,94.2336551409334,70,65,60,60,20,25
380,70.016054930636,65.1644421041783,61.8718993906652,62.6290275937447,0.107861008133101,0.336380028954258,0.0179959885893854,91.597633872588,96.4210338828825,70,65,60,60,20,25
390,69.9837906507139,64.983044645373,60.9996321893349,60.9635225656396,0.106425878691169,0.332527010494794,0.018542265032295,95.3249672735789,95.9572945698319,70,65,60,60,20,25
400,70.2190330821654,65.0922548432932,62.5824304703731,61.584253602001,0.11032969475464,0.338307327641087,0.0185031679525472,94.4580814083098,96.1325963077904,70,65,60,60,20,25
410,70.2973149227911,65.2086630503028,62.9455883810604,61.2412600205047,0.108358323148549,0.351418056999364,0.0188365131052284,93.5793847440018,93.4279482423601,70,65,60,60,20,25
420,70.0438625408715,65.1538665033426,62.7754755602551,62.3383011284126,0.106924015890192,0.354545396549815,0.0181187763471666,93.721217026532,96.7775840404234,70,65,60,60,20,25
430,69.8039221562507,65.1708070586287,60.8689650191529,59.8977520169273,0.109737377929842,0.35718903773166,0.0192098639493125,96.0146076430329,96.8332700307663,70,65,60,60,20,25
440,69.9295411838588,64.9874111094571,61.4795650475514,60.7411193938716,0.112899771608665,0.35816887682018,0.0186282550515111,88.5780124480289,96.7737133111002,70,65,60,60,20,25
450,70.1573714010722,64.9725961526023,58.839574093403,59.1435385443296,0.111545838588658,0.376202641407174,0.0194465109266195,90.809316367602,96.9645490310389,70,65,60,60,20,25
460,69.8846928361302,65.207043460701,60.1176054387401,59.9186523000499,0.109587132830344,0.377727403758674,0.01920878900869,93.5406426878698,94.4457207061158,70,65,60,60,20,25
470,70.1160617838893,65.0763138648115,62.8050624875609,59.285769099422,0.113421583022235,0.374307369402593,0.01935648187002,92.0535513553323,95.8353017599593,70,65,60,60,20,25
480,69.82772945767,65.0580996753329,60.1415401017119,61.216657716881,0.109225460828552,0.390667341952573,0.0199450234025682,93.3330720538256,95.6979000500883,70,65,60,60,20,25
490,69.8775932157215,65.1325022313543,60.7338055870273,61.7258542563121,0.111345173350312,0.385407138132555,0.0201477700030927,88.1635220027375,94.962748117783,70,65,60,60,20,25
500,70.0479117782824,65.1877709992219,61.0006425935429,58.9826548845729,0.113833546448679,0.403191994487329,0.0205372593887985,91.6244592422329,94.321453291462,70,65,60,60,20,25
510,70.115971021239,64.8149230069042,60.9884622541418,60.1502925728467,0.11262101915729,0.393426545017267,0.0206054560971911,91.2370395117634,96.3386945020165,70,65,60,60,20,25
520,69.6517117797968,64.9489866736864,60.2804147103457,61.185285574836,0.114368349977363,0.396586808616383,0.0202860994764086,92.5565139020092,96.2439997691869,70,65,60,60,20,25
530,70.3939181903945,64.4849717101881,59.0465814780416,59.9483838165611,0.115450966841099,0.403285006853464,0.0197818676531918,93.7419186580921,96.7380643760312,70,65,60,60,20,25
540,70.0405254222917,65.1898783060607,60.3028865830479,61.6913760838124,0.114416214387052,0.40656214066146,0.0206134988477922,95.9896105642501,95.7940193968769,70,65,60,60,20,25
550,69.9404203951157,64.6762758558928,61.8079370065482,57.8931345866771,0.112132865006057,0.403239862509093,0.0211423313448617,88.5230878288495,97.7812447189439,70,65,60,60,20,25
560,70.3837107287341,64.8302007049505,60.3156038031051,61.1683913774987,0.114314375290032,0.429794970173126,0.0211778850084443,92.2251571919315,96.4490357422624,70,65,60,60,20,25
570,70.2626545127111,64.390911100772,60.7548628963325,59.6194437667374,0.115287927348987,0.426059439606794,0.0210729872290398,91.5569346111645,96.5904338241807,70,65,60,60,20,25
580,69.9615612819689,64.9559358500987,59.6325347951918,60.743197576857,0.114881714848538,0.437804948759263,0.0218671464082664,91.3380613517111,95.2534717606226,70,65,60,60,20,25
590,70.0669840821954,65.1047557937952,60.8601445032052,58.1026245081777,0.114330340300217,0.431374370897969,0.0216911512480445,94.0949971702435,97.2604491189327,70,65,60,60,20,25
600,70.0415562051825,64.9981150634876,60.3322318532012,60.8447329726089,0.117609544515917,0.424875013621388,0.0214836048754948,97.0104069608663,94.6697607950711,70,65,60,60,20,25
610,69.9818247392967,65.0468525616689,59.8984419590721,59.7164210265912,0.118982384845683,0.4237449403398,0.0218995473770532,94.9312343801572,97.1306262950353,70,65,60,60,20,25
620,69.7801404049006,65.1560795197424,58.6185899794754,59.2874490920195,0.113097666323102,0.447887973017289,0.0211115919442234,95.7034986685105,97.0129874627619,70,65,60,60,20,25
630,69.9118498626348,65.0951367549923,60.1870531058836,59.9253208949292,0.11945912349232,0.442371229044971,0.0220468412704727,93.445623143664,95.4663255601357,70,65,60,60,20,25
640,69.7697085496235,64.8974554626049,61.0462001163284,60.3583992215039,0.110181449568223,0.452652799072587,0.0228816329977138,92.6793363224786,97.2490507337363,70,65,60,60,20,25
650,69.8291921811944,65.1012438578266,59.6782584827174,60.0501838322954,0.115814060603064,0.450796005094271,0.0220263631492338,93.437503108683,97.9141219052845,70,65,60,60,20,25
660,70.4227628000296,65.1434187212395,60.8095286311193,59.6735581655486,0.116850578572268,0.456984536589205,0.0222341646623993,92.8923862332664,97.1102662815551,70,65,60,60,20,25
670,69.9472420373687,64.804935342254,60.2474644500563,60.1848451565295,0.116856164355727,0.462936617612673,0.0216231105849628,96.7416900775377,95.1454981660313,70,65,60,60,20,25
680,70.1471829386746,65.4190840053448,58.7559344869042,58.9238948821581,0.117300326377085,0.465769405087651,0.0225395806839127,95.1358429730671,96.5597946179665,70,65,60,60,20,25
690,70.123138015559,64.9286087371623,60.6420532957096,58.8769643708616,0.117161509228662,0.472237706491216,0.0223996115846749,92.4582424668735,96.648957691306,70,65,60,60,20,25
700,70.3479757430716,65.2286172033321,60.3640287481763,61.0249373126188,0.118401731752162,0.487228116786621,0.0227881990498376,94.8334390653926,96.9723940823109,70,65,60,60,20,25
710,70.1216756189862,64.5905616319772,59.3145497076183,61.4008154462278,0.116709410468325,0.471892601355061,0.0219586570383401,94.3743694706352,95.9307707929671,70,65,60,60,20,25
720,69.9024030175009,65.1795170743659,60.3306961191776,61.3146197568657,0.111518533121226,0.49002725162636,0.0226497521950498,92.6293281283104,97.4223631569589,70,65,60,60,20,25
730,69.998254408205,64.9989454633393,60.9291896170132,59.7609622364717,0.116005428796064,0.502869066463298,0.0221365156277906,93.1029861850717,97.1555775150861,70,65,60,60,20,25
740,69.9485858608873,64.8862732491596,61.2560028828082,59.5201503715668,0.110669980241392,0.49069091250397,0.0227144144534322,92.0525435938467,96.7062330829868,70,65,60,60,20,25
750,69.8046062086867,64.8117325257271,60.6114507465057,60.5597294838167,0.116182573210139,0.50743094738381,0.023366371356306,93.0707256746767,95.8707491626793,70,65,60,60,20,25
760,70.0096405393954,64.855959178418,60.5421206139969,59.5318335791473,0.117623740122191,0.501232076354714,0.0229973153098102,93.2919730940743,97.2717385473565,70,65,60,60,20,25
770,69.8412357768903,64.6069964511987,59.1118451329281,61.3694114828295,0.112803058522442,0.522622577610145,0.023793367130852,95.5422948160596,93.8157373216663,70,65,60,60,20,25
780,70.2087297751365,64.916521430169,61.5654585047782,60.4909154661092,0.114975068192299,0.488004651709079,0.0238319970594346,93.287089657815,95.0727317937293,70,65,60,60,20,25
790,70.0921270513673,64.7897637774123,62.2274493744658,60.1163524128644,0.117494847795167,0.503942654807617,0.023222274728249,95.2417205777041,97.1537281678755,70,65,60,60,20,25
800,69.7291593496621,64.7778893347648,59.9015354514537,58.6199679213343,0.119541352639866,0.521172912526656,0.0239772126991486,92.7275390169974,96.293183138406,70,65,60,60,20,25
810,70.1319502220433,65.1753789551605,59.2805338610543,60.8402498043516,0.114408553073144,0.521645466605201,0.0242080753222117,93.5124345435706,93.6740925927581,70,65,60,60,20,25
820,69.9873048356237,65.032231121795,58.4623625911119,59.2059931696047,0.117469373593847,0.513820519131258,0.0238744733427297,95.8228762300938,96.1101691456784,70,65,60,60,20,25
830,70.0066346907158,65.0022381477542,59.4284878473568,59.7159600747813,0.115160890736029,0.541695312421475,0.0241921197133658,90.2700697463531,98.3055142144211,70,65,60,60,20,25
840,70.3136297520014,64.8858050934845,60.2912013827711,60.9490831772771,0.119016488593891,0.543653248885888,0.0249726603552199,96.0060495298213,96.1003300397768,70,65,60,60,20,25
850,70.109364002253,64.8705790299915,58.4640682206247,59.4678601977887,0.121187995161931,0.524930164565368,0.0245534783264123,91.8819828536472,95.1183310968344,70,65,60,60,20,25
860,69.8632899549156,64.8943698936766,58.7840537010164,59.0250947421531,0.11494474829412,0.536320060906783,0.0237040496383808,91.7605739635171,96.8238153415577,70,65,60,60,20,25
870,69.6730294433282,64.8842873118393,60.4700670958173,59.1816270768378,0.120769133470443,0.552985350611982,0.0243252244886352,94.5655766947644,94.9494757832035,70,65,60,60,20,25
880,69.9990693229576,65.0836594097734,60.6038310685608,61.3647970257533,0.118670209120317,0.560502852189927,0.0242774523512793,93.7569467466603,96.7299831278185,70,65,60,60,20,25
890,70.1371122070577,65.1121035961057,60.0179810106583,59.9514919164872,0.11855890614752,0.552581047533429,0.0244068052214574,94.7003091079504,97.4795388670374,70,65,60,60,20,25
900,69.8804040462337,64.9135672433802,59.5061015926514,59.529790346368,0.117209211364186,0.543312367567852,0.0247167431029025,96.8961061314824,94.407369098743,70,65,60,60,20,25
910,69.9938123900389,64.8539623676359,60.0530655938399,62.1037914137732,0.121411869854504,0.573750075674799,0.0246285372214076,92.8678073515448,95.7776691947525,70,65,60,60,20,25
920,70.2535576455197,64.6065119223696,59.5884789066807,61.3201703704478,0.119825291116397,0.559264705298506,0.0250788336078117,92.0551372868386,96.4149185015831,70,65,60,60,20,25
930,70.3767348812361,64.7880508010167,59.7129117021989,60.867306637326,0.117030555910319,0.563823382084348,0.0253126983213133,88.8329924467897,96.0835660695509,70,65,60,60,20,25
940,69.7724786802755,64.9036798890286,59.9867817919472,60.9174273928584,0.120041158676233,0.552174428872788,0.0255187653204025,93.7113155100079,97.1942192912121,70,65,60,60,20,25
950,70.1211292788304,64.8380505055025,59.169527934709,59.9715742103767,0.116862730969595,0.551767929126995,0.0254471272158109,94.0839020353485,94.2051961478254,70,65,60,60,20,25
960,69.8518050268873,65.1486751511146,59.9575553637622,58.2931975868191,0.119069383971941,0.561519648156154,0.0255100259505182,93.6541886814138,95.4374815087528,70,65,60,60,20,25
970,69.9891586488223,64.6968094477371,59.6670599285585,59.3926344242449,0.118061486758701,0.56820654199645,0.0249821034278429,91.4754132991675,99.3288778856271,70,65,60,60,20,25
980,69.9095551861785,65.0953911222949,59.6022222453512,60.4292046987549,0.118449239074348,0.579928959023724,0.0246850848244485,94.9698292824659,97.7999638312623,70,65,60,60,20,25
990,69.9634504207154,64.9727889587541,59.0293072692209,59.8924212967834,0.124797041721979,0.59158259393621,0.0247518595198688,90.5902709768416,97.5448606498849,70,65,60,60,20,25
1000,69.8101434923301,65.2184958836817,60.2924664251625,58.861985985938,0.120495362205919,0.57923370134483,0.0266123936550646,93.4100444039857,94.750860901685,70,65,60,60,20,25
1010,70.3264158435767,64.7645596323408,58.4627074452836,57.9153974063885,0.115920258021718,0.581032884487898,0.0251038176488887,89.758143027091,96.4871175222549,70,65,60,60,20,25
1020,70.2267316262693,65.0582467351388,61.1482786476033,59.7532811778284,0.118437579830028,0.587949720772332,0.0256998983134393,97.3960097126156,96.5791250292574,70,65,60,60,20,25
1030,69.9331055301824,65.0620250873372,61.0478646526489,59.1596164757228,0.123495769694549,0.585413997220586,0.0249839100160921,89.0597234322072,96.5238346917462,70,65,60,60,20,25
1040,70.0639123452709,64.6052683926183,58.703036537149,58.7596369220266,0.120544414705401,0.57194925277871,0.0253588102885847,89.5150519125647,97.1092229635351,70,65,60,60,20,25
1050,70.0841007416982,64.8551119632073,62.5981050489217,60.6440360469737,0.122430005296332,0.583013359051244,0.0253585338105789,88.58870852242,94.2257092458099,70,65,60,60,20,25
1060,70.0324212922958,65.1179160789173,59.5079720450326,61.163028131202,0.12519198011869,0.591315563218868,0.0255365674377609,92.8651332109201,93.7292375662124,70,65,60,60,20,25
1070,69.8884596279154,64.9987674891431,60.2975904666458,58.9138366983929,0.125985255776786,0.611234324303712,0.0274033643935053,90.606467024028,96.8461811164251,70,65,60,60,20,25
1080,69.9721194027842,65.0275385068328,58.8885271828325,60.8182780020933,0.125650854071639,0.621644575542965,0.0261559785396548,96.1975175803866,96.4030840933984,70,65,60,60,20,25
1090,69.7994703645554,65.0398333548861,60.3515400182749,60.6476068679946,0.119186371817747,0.579310549932719,0.0264938156534855,89.7670754622614,96.5481048005789,70,65,60,60,20,25
1100,70.0343400476488,64.9250981807821,60.9514365943044,59.7490637977768,0.122159758253157,0.616817265811953,0.0266928465990704,90.9028182733643,94.6951631411605,70,65,60,60,20,25
1110,69.7174779492417,65.1774183840114,60.5713879752058,61.2945820959339,0.122441256531834,0.605168080585776,0.0263527816722025,91.1970517724185,94.9683211286505,70,65,60,60,20,25
1120,69.909419686655,65.1021138290615,59.8344628814081,59.6006714288967,0.125837819690787,0.618809873236102,0.0261383143318066,94.5583549109499,94.0150753741661,70,65,60,60,20,25
1130,69.944734378139,65.1910070056094,59.7820873583329,60.0531903394241,0.126687875222277,0.61512907124437,0.0264206653926348,91.86297826297,96.5094841056404,70,65,60,60,20,25
1140,70.1026258620323,65.2371419829608,58.4860869263662,60.9741708228428,0.126926086662857,0.626285796564844,0.027775587955119,93.848131657803,97.4209890554276,70,65,60,60,20,25
1150,70.1355337409228,64.9475623944363,60.8875804860324,60.8958716224549,0.128038609329322,0.612297723049359,0.0273386114534251,92.6855938878046,96.5036862670956,70,65,60,60,20,25
1160,70.0733537002126,65.4214375573912,58.4887012889222,60.4937771403535,0.122805978453725,0.620388664863178,0.0269198336270299,90.6449708746709,97.2044800135284,70,65,60,60,20,25
1170,69.9044762947964,64.883915665877,60.1746610787856,60.0187476568668,0.122472839133101,0.626858660016863,0.0268704875245981,91.4507395073378,94.2261565429632,70,65,60,60,20,25
1180,70.1510660814909,64.8896905612033,58.5127344141946,59.8689482035362,0.124984436254306,0.649062410459931,0.0274764700066961,97.0362493053449,95.6273795127355,70,65,60,60,20,25
1190,69.9216834124333,65.4046235610434,58.4523919088386,59.4969200041884,0.124917769215551,0.631175438768079,0.0273532715997983,89.9944802159189,97.6892589380863,70,65,60,60,20,25
1200,70.0319835027381,64.8556942736985,60.039009678031,61.719648440526,0.12343331651861,0.639501633445019,0.0272790681775079,89.8271343200388,97.6047776486245,70,65,60,60,20,25
1210,70.0796130100332,65.2121623870534,57.7459838624209,61.0491758096574,0.12383519578706,0.670718929813883,0.0279841186667316,94.9850714765653,95.4527036606883,70,65,60,60,20,25
1220,70.1285220371181,64.8388985210896,59.2300235060523,60.3934703116738,0.124196677792556,0.650938782428174,0.0282402819069622,90.922105719794,94.145507019657,70,65,60,60,20,25
1230,70.2725022838697,65.2213897693022,59.947871315493,61.3636229952293,0.126206932816877,0.652247928373193,0.0280278595625553,94.4871132321856,95.7819807526272,70,65,60,60,20,25
1240,69.7710437324347,64.6820055669304,59.1322836339421,59.1626670371043,0.125139060396435,0.634937668293245,0.0275567873723434,93.9983786249715,96.745409649671,70,65,60,60,20,25
1250,69.9527030622489,64.9107160649587,60.1256495414011,58.9373022229219,0.1241801839922,0.633338053171393,0.0285401688929154,93.1154867688166,94.9826070485113,70,65,60,60,20,25
1260,70.227526293528,64.9448295944227,60.3372163507482,60.1796505377063,0.127106181851888,0.658317569981249,0.0284519460329453,95.1279718695983,96.4708184968816,70,65,60,60,20,25
1270,70.2111176480171,64.8465293040603,58.1438883271453,59.2439957566605,0.127291918649057,0.666897485370407,0.0286360295704705,92.9230687826539,95.6895013122369,70,65,60,60,20,25
1280,70.0426831205795,64.9982365722456,60.9756712544118,58.7488168474385,0.127225815435788,0.638030429120283,0.0289905646751575,91.1873413406635,94.7640448326805,70,65,60,60,20,25
1290,69.8345680803523,65.1859266919547,61.4175488434389,60.593864146174,0.124096932855005,0.664950270853374,0.0286173766449305,94.1337289957184,96.6710499423224,70,65,60,60,20,25
1300,69.729069560805,65.4932372746591,60.0990153162917,59.8443907256,0.127493897414613,0.671444888259662,0.0276658366749587,92.5456658299334,96.0825993515761,70,65,60,60,20,25
1310,69.8793337938201,64.9468325619949,59.5004710753621,60.4210265925954,0.128196256199675,0.667133610930055,0.0285489548648322,91.4800277112555,95.9875654305286,70,65,60,60,20,25
1320,70.3615076991409,64.9657595124504,60.8456498578797,59.5149065063048,0.129418949984044,0.658503101916341,0.0288053966229624,93.7605504616918,96.5300912402121,70,65,60,60,20,25
1330,69.958557536832,65.0252823841263,60.8096236714992,60.3887571932313,0.128643063040693,0.667072250700335,0.0290918271953195,91.9924403355821,95.8987977707175,70,65,60,60,20,25
1340,69.6053299330156,64.7573779689587,59.6611110754807,59.8777178798763,0.129011842791181,0.672383365220551,0.0287272794908875,93.4091489756531,93.9082667155773,70,65,60,60,20,25
1350,70.1301179640478,65.0949149883152,60.5867911932581,62.2704978996145,0.124216720764443,0.657118144790185,0.0293811248226272,93.4236089470472,96.2344839138203,70,65,60,60,20,25
1360,70.2729823745017,65.3554183090391,59.5746476729282,58.2721916751461,0.131352230206742,0.668059010417088,0.0295436561533105,89.2333936126631,95.5932546392287,70,65,60,60,20,25
1370,69.7504919673583,64.9227995991648,60.51975137756,59.2770874335416,0.128945907956757,0.670681184696935,0.0296872463753698,90.6949838959198,96.4355046889905,70,65,60,60,20,25
1380,70.1116413568779,65.3664024690116,61.5927472425301,60.4832608140289,0.13045593698241,0.659340196140849,0.0290748564925261,94.9091857840913,96.8426032143798,70,65,60,60,20,25
1390,70.4006961258066,65.170583353246,59.8180256450865,60.744461967929,0.131481778340021,0.685713624654678,0.0283103235996207,93.3026826663316,95.8019954179106,70,65,60,60,20,25
1400,69.950406109917,65.2262898231982,61.1360136918768,61.4015710425361,0.12815234295785,0.682697698091701,0.0292630811366018,96.6387981000523,96.9353864170845,70,65,60,60,20,25
1410,69.8697509902445,65.0614906772806,60.9059888430917,59.7385554858346,0.125802388550793,0.66860548647704,0.0301271948676073,91.9002474931347,95.0744155189162,70,65,60,60,20,25
1420,69.9640781848875,65.4045831430323,60.6933266780824,59.1284591888237,0.128595948782238,0.694609803237269,0.0291876378595193,91.3643828446912,98.2527676804698,70,65,60,60,20,25
1430,70.0694700323605,64.9350886917978,60.1693823301948,60.2146971523416,0.126788627655602,0.676734131595145,0.0300764606601485,91.680356420423,96.1639211688828,70,65,60,60,20,25
1440,70.1171646643636,65.2306275511682,60.3537554931494,59.2190156143019,0.130028480067655,0.697473694744749,0.0295506946091083,91.2583634883447,98.0016271133633,70,65,60,60,20,25
1450,69.801773129942,64.8828597688746,59.6468799124391,59.9042443013503,0.130926289425873,0.683655608737439,0.0282889281383649,91.880736975528,95.1236217187091,70,65,60,60,20,25
1460,69.64897874683,64.645699704782,63.0494674230258,59.6068052855272,0.130629278580449,0.691445054035541,0.0283736467545728,92.4615415687141,96.0343918876223,70,65,60,60,20,25
1470,69.853680462968,64.553381753568,60.9347868706751,60.608958335394,0.131819610953739,0.688108262576747,0.0309043400043316,92.0962499830024,95.7788728563145,70,65,60,60,20,25
1480,70.3439653226952,64.9435601513807,61.33531271187,58.8791921429553,0.127512663719907,0.698479827802259,0.030501460776074,91.0251041468434,95.8400996530534,70,65,60,60,20,25
1490,70.2991756271557,65.4063932996224,60.2025331456436,59.7370458103725,0.131688458550305,0.720788830726994,0.0307341773169241,95.9822585909872,97.478489314897,70,65,60,60,20,25
1500,69.6053023446613,64.803929496579,61.2270272129821,59.235635447781,0.132032418711798,0.704784397088902,0.0285621242560181,90.6778570047375,95.0178692041195,70,65,60,60,20,25
1510,69.7732995482954,65.1365720210979,60.6495398699993,60.8170703134391,0.131443267112549,0.71681882978088,0.0295077356727791,87.8004403511526,96.3413353731515,70,65,60,60,20,25
1520,69.7994444893047,64.5830124484594,59.6723028527685,60.436171234416,0.131235507935749,0.711698738626252,0.029163297129132,90.6427521323324,96.9613098712782,70,65,60,60,20,25
1530,70.0938205067105,65.1930861720329,60.9541266713813,59.395544957263,0.131007275087282,0.710160961235788,0.0299456330437373,95.0697849113361,93.9034427743464,70,65,60,60,20,25
1540,69.8761877450453,64.8527857608572,60.2575267287949,61.0071755177771,0.133808152019683,0.721606566630399,0.0304381178792062,90.4332094149959,96.3637685386502,70,65,60,60,20,25
1550,69.9553579782275,65.2846155230273,58.2600566074595,59.7325423122824,0.1327373656037,0.690564674205591,0.0304649287940167,94.325645651578,95.6674982544233,70,65,60,60,20,25
1560,69.9510884149223,65.0856304524381,59.8624497618402,60.318687141682,0.129238081497344,0.73658843712105,0.030710248984104,93.3873016879844,98.2717310145661,70,65,60,60,20,25
1570,70.2497242914308,65.1715573784561,59.626063074846,60.8266406965553,0.132372400380876,0.719070244845145,0.0293474591501871,92.7400859530364,97.728111557574,70,65,60,60,20,25
