⚠️ File truncated for preview (showing first 0.5MB of 5.5MB)
────────────────────────────────────────────────────────────

timestamp,operating_regime,SP_TT_101,SP_TT_102,SP_LT_101,SP_LT_102,SP_FT_101,SP_FT_102,SP_ST_101,SP_ST_102,TT_101,TT_102,LT_101,LT_102,FT_101,FT_102,AT_101,ST_101,ST_102,CT_104,CT_105,CT_106,conversion,selectivity,CT_104_is_outlier,CT_105_is_outlier,CT_106_is_outlier,FT_101_is_outlier,FT_102_is_outlier,LT_101_is_outlier,LT_102_is_outlier,ST_101_is_outlier,ST_102_is_outlier,TT_101_is_outlier,TT_102_is_outlier
2025-11-01 00:01:40,2,70,65,60,55,20.0,22.0,150,145,69.90708757184838,65.11962412621713,59.65773285717136,55.31932286916164,20.103934462849093,21.795992583526452,2.001161268485805,150.1299413971242,145.39091143588865,0.480876881819482,0.41945636940711056,0.014473818538706778,0.7999371840652277,0.9445330892082289,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:01:50,2,70,65,60,55,20.0,22.0,150,145,69.92989833863844,65.06408162385125,59.867128117807745,55.34541796997537,20.12383427808095,22.246618047998346,2.0094839649132696,149.4043482513987,145.3282768043169,0.4820058700920755,0.4200295799617603,0.017538828839877823,0.8007389339119628,0.9507959368673518,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:02:00,2,70,65,60,55,20.0,22.0,150,145,69.92402067265446,65.02469149384179,59.787034800324676,55.240809076813804,20.816050749976885,22.187700204329502,1.9957142122179186,149.96144914529296,145.1705759874083,0.4796574168419319,0.42517375684569886,0.016895015211368762,0.8044892010012056,0.9508899513985569,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:02:10,2,70,65,60,55,20.0,22.0,150,145,69.88046005607222,65.04985037419458,59.77888620177045,55.29615518776876,19.626278366386405,22.051954277755353,2.001926586898644,150.23661881228676,144.96358554367157,0.475978308409574,0.4290146615444839,0.017733459492039055,0.8010902122968904,0.943917287294168,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:02:20,2,70,65,60,55,20.0,22.0,150,145,69.85497024128522,65.04927539914206,59.79944799349702,55.162114478801115,20.154135785273663,22.154514305891816,2.0192636574532736,150.17889368017416,145.28039226318413,0.46948828898618294,0.4293227260158111,0.019423422608365912,0.8068630499327986,0.9516421621859164,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:02:30,2,70,65,60,55,20.0,22.0,150,145,69.90337723212002,65.1003840970892,59.908218303613204,55.21644597201162,19.439820442222477,22.205878057112354,1.9919364206440517,149.84236537767984,145.37948461024664,0.4657754031842546,0.4316048525715093,0.026519422268126615,0.8013271300267405,0.9477723386536832,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:02:40,2,70,65,60,55,20.0,22.0,150,145,69.88696433455713,65.13822198312133,59.92076508528187,55.094241762751246,20.190175706695403,21.39245722400272,2.000932271573847,149.64234814537002,145.33979887446733,0.463685292391958,0.4324102577528456,0.033035774526149676,0.8014437542567072,0.9491725320307468,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:02:50,2,70,65,60,55,20.0,22.0,150,145,69.86946901382302,65.16122889435955,59.846795339086476,55.076485334421136,20.121494513288287,21.621734813699486,2.004589309735274,150.25249363949024,145.43287759708505,0.46006289148472906,0.4331856349321367,0.0383715534503279,0.8000225044575702,0.9475490880764552,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:03:00,2,70,65,60,55,20.0,22.0,150,145,69.99334385504532,65.19201488988071,59.70507198655198,55.022962904839765,19.692683707599713,21.924229554582052,1.9937610840901758,150.6334555745933,144.6461652671906,0.45507294264413595,0.4351974636479014,0.02862499876284933,0.8050359996183365,0.9508079509009357,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:03:10,2,70,65,60,55,20.0,22.0,150,145,-28.226543555679157,65.09529418731427,59.68072940544548,55.03450610224572,19.819934936852363,22.020940625497005,1.9980734320156912,150.72063664453304,144.28206892441028,0.44994246826572143,0.4382368240640169,0.02929614370813708,0.8072408683883411,0.9483826076103179,0,0,0,0,0,0,0,0,0,1,0
2025-11-01 00:03:20,2,70,65,60,55,20.0,22.0,150,145,70.05761941198107,65.12659626655164,59.86061579336365,54.908424145546654,19.85209971960235,21.823190572916737,2.0042480104851053,151.06651668732815,144.02395610023876,0.4486751625198655,0.43906379418175595,0.028727984437079114,0.8032912936216047,0.9501480947530383,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:03:30,2,70,65,60,55,20.0,22.0,150,145,70.07119659509402,65.07374882655007,59.9598680613494,54.94525915459787,20.035198214992633,22.383299468736528,1.997042143055821,150.40643105941948,145.3148144209618,0.4488341789925202,0.44231456653548984,0.028746497200040688,0.8012685586059461,0.9466483637361531,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:03:40,2,70,65,60,55,20.0,22.0,150,145,70.09062392445254,65.05965583744118,59.94077540360338,55.05878622949007,19.960957083689696,22.029098789497816,2.0029757851271848,150.412708174494,145.4067548180003,0.448742380519218,0.44375292074203326,0.029792234979337442,0.8076847074699346,0.9483638665315461,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:03:50,2,70,65,60,55,20.0,22.0,150,145,70.03895783277423,65.15792705044123,59.84412197187985,54.93344828624529,19.796851486546366,22.292535920025326,1.9992647130924892,150.57905543675002,145.39583134698148,0.44658606383950716,0.4440022793185161,0.0300716225746116,0.8056067828211899,0.9503078421676378,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:04:00,2,70,65,60,55,20.0,22.0,150,145,69.9997418623074,65.11320793494639,59.89580698584876,54.881512611881874,19.577760867687033,21.78446673362427,1.9989327642414407,149.58888980221678,145.12184360574597,0.44308103478746047,0.4464793036343193,0.025797156502798527,0.8044436323834995,0.9468976578643873,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:04:10,2,70,65,60,55,20.0,22.0,150,145,70.0204586869072,65.17748892367972,59.98851914911238,54.87341791809341,20.459821673900773,21.967371955462944,2.0020085586104948,149.99049189604867,231.22730077852748,0.4419929588039455,0.44681575846761135,0.027456142894486394,0.8036667649560473,0.9475863766874212,0,0,0,0,0,0,0,0,1,0,0
2025-11-01 00:04:20,2,70,65,60,55,20.0,22.0,150,145,70.05182324067741,65.12973439387098,60.01169378735259,54.88311596363203,19.769795731133584,22.261696191016203,2.000916710028692,150.04883804927442,144.61349510807227,0.4442979784519601,0.45073732966705965,0.03398901774186287,0.8038163822405149,0.9498842982378541,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:04:30,2,70,65,60,55,20.0,22.0,150,145,70.15357303370487,65.07801545967185,59.926942017311006,54.83096896817882,19.82692890330128,21.730475598595493,2.0024595958575326,148.9380521378451,144.73712248915962,0.4432746622776783,0.4564367124353892,0.03686535279117777,0.801532113741631,0.9487139951123399,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:04:40,2,70,65,60,55,20.0,22.0,150,145,70.06133476598266,65.16435513017984,60.049756561562404,54.7953201384231,20.014094178129422,21.864980358556227,2.0031142496617376,149.14343273545455,145.6769361870827,0.4364357115874771,0.4571713835315571,0.03686235318005581,0.803405463380492,0.9521237073711258,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:04:50,2,70,65,60,55,20.0,22.0,150,145,70.01131784818092,65.12845155027414,60.05846902062943,54.8604093459341,20.03470239028786,22.353789155219147,2.0003375924070506,150.35580743904444,144.43767895408106,0.43546973957997714,0.45757184739279755,0.04149477916852855,0.7991139736251731,0.9522543971030841,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:05:00,2,70,65,60,55,20.0,22.0,150,145,70.11904416892261,65.2035286618186,60.0296746710729,54.96687248463393,19.38823034667197,21.919177949666633,2.0035877112789797,150.3226879747926,145.68431577876618,0.4366753308787866,0.45595035131537487,0.03789682307914551,0.8008921198287396,0.950453705703029,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:05:10,2,70,65,60,55,20.0,22.0,150,145,70.1709968048948,65.1749150473695,60.19055791422517,54.83107083983685,20.20090176464901,22.109979473829053,1.9953006010683632,149.14830878032242,144.97222615055168,0.4284592674598881,0.45769728426997647,0.033980146849359544,0.8049731233746787,0.9482319559670574,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:05:20,2,70,65,60,55,20.0,22.0,150,145,70.12178476538938,65.10302242252146,60.171586143549504,54.93784701589785,19.640636632223345,22.589417539874916,2.0001763177598586,149.50713697683221,145.25202325775894,0.4262160332108852,0.4575038436970605,0.03236132728167688,0.8021979128368188,0.9459325047572752,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:05:30,2,70,65,60,55,20.0,22.0,150,145,70.07875150461676,65.10701004864008,60.14891426234379,54.919893588218,20.410062280233358,22.493490314050383,1.998754819802218,150.3070833500217,145.37875385502366,0.4234876695958225,0.45478260436310114,0.027867208763578587,0.8021689896220447,0.9466226526664111,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:05:40,2,70,65,60,55,20.0,22.0,150,145,70.10362304488262,65.10773100890539,60.44687472569972,55.03719150681359,19.675535598915683,22.506142490521768,2.004408198784747,149.93604120425962,144.52222977969979,0.41936490804448623,0.4538344655409022,0.026001220599765357,0.7989574482621836,0.9489405884670781,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:05:50,2,70,65,60,55,20.0,22.0,150,145,70.08961817308825,65.16703347734304,60.4248199080845,54.94858365289319,20.57282499214104,21.58042972785426,2.002814846183453,150.76156203863482,145.26945502184233,0.41490454676991706,0.45297848791508927,0.028876419741045396,0.8006558736853001,0.9478188907677705,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:06:00,2,70,65,60,55,20.0,22.0,150,145,70.04884056318579,65.11538049504381,60.33725918845498,54.865612332398996,20.22661736774773,22.150275156287314,1.9951122237760073,150.0242608139724,144.58452494179448,0.41235889583800817,0.45311029717565965,0.027217853612290024,0.8045522681872421,0.9482304702914501,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:06:10,2,70,65,60,55,20.0,22.0,150,145,70.05272459362273,65.14238106963886,60.14783471444584,54.92890752947706,19.728705012468676,64.32208202554752,1.9916923996886553,149.66868812052707,145.28529933429658,0.4056944971861929,0.4550987389398016,0.028112917142299874,0.8014536647418892,0.9429850222262719,0,0,0,0,1,0,0,0,0,0,0
2025-11-01 00:06:20,2,70,65,60,55,20.0,22.0,150,145,70.04339147681628,65.06026422422013,60.072795456035905,54.938386894643564,20.43247058619737,21.258506649961813,1.9960155237226476,149.56979331735803,144.80772222788508,0.40643115099294536,0.4547744623858249,0.029791100267625194,0.8067562063469609,0.9466100748392706,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:06:30,2,70,65,60,55,20.0,22.0,150,145,70.06853450671072,65.04852595521656,60.10505701297064,54.88209591632908,19.870232543654115,22.11833564271349,1.9978950775958988,150.04329489373646,144.92216138230395,0.4056632231723796,0.4559070180355774,0.02838835425163001,0.8072571458220184,0.9490733402254035,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:06:40,2,70,65,60,55,20.0,22.0,150,145,70.073007930556,65.14493145847739,60.1851656824491,54.857353835357024,20.502931193682585,22.09807821212925,1.9989044973559558,150.60060696108198,144.7959623134892,0.3983566342438122,0.4570602172279786,0.028533906134802806,0.7976423566864004,0.9453612492486637,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:06:50,2,70,65,60,55,20.0,22.0,150,145,70.10596520419094,65.00534986074969,60.19638275943002,54.94395009905525,20.0744661758901,21.862191730137926,1.995750778152676,149.26070687711007,145.57187702160346,0.3985620594660883,0.4635087868824128,0.029161656848072936,0.8047938108813181,0.9469952021843301,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:07:00,2,70,65,60,55,20.0,22.0,150,145,70.13236056939236,64.97262366011522,60.19044719918996,54.89992101444172,20.113190147913457,22.227096584993607,1.9953891733791118,150.23948991287318,145.1668310526435,0.3960401822129226,0.4634176860379689,0.027908575206197876,0.8069082342081818,0.9466586274646499,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:07:10,2,70,65,60,55,20.0,22.0,150,145,70.15832025617672,65.0434595969849,60.219094209566336,55.09427252806808,19.662353285810486,22.733725593885048,2.000646105909876,149.6131054004482,144.3776726483443,0.3963823071540077,0.46515011667846684,0.02879906905105288,0.7984764611443284,0.952716714939618,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:07:20,2,70,65,60,55,20.0,22.0,150,145,70.14328195205526,65.0645348583391,60.25258885210225,55.11037609529146,19.962263923970106,22.016717473686608,2.0054709575923546,149.60476277227735,145.235734178568,0.3994466074493744,0.46603269801489566,0.02587986500901459,0.8094488429921745,0.9522963205829411,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:07:30,2,70,65,60,55,20.0,22.0,150,145,70.04378873001443,65.12837392181845,60.21994880543753,55.060329581943954,20.50070645758682,21.922122594590917,1.9924842852344096,149.49394781236992,144.1725716640671,0.3938629438554207,0.465294789304825,0.024967543967942225,0.8062070999182904,0.9486155854872697,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:07:40,2,70,65,60,55,20.0,22.0,150,145,70.03609133537557,65.09061081660697,59.93559688744754,55.050878123162576,20.017765530204347,22.004178787573885,1.99987937456445,149.88453273489566,145.3481031824067,0.39136342480353314,0.46498102571487876,0.032772411309500066,0.8092794137713477,0.9517511845353791,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:07:50,2,70,65,60,55,20.0,22.0,150,145,70.04222759740706,65.07353808783054,59.88252422759634,54.992800354161034,20.32745205557674,22.37382555774929,1.9896330488379592,149.983623364892,144.72828761443313,0.388990481043782,0.46981757122726614,0.02485498225127579,0.8015980280951016,0.9486718972654764,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:08:00,2,70,65,60,55,20.0,22.0,150,145,70.0192209695095,65.044871177749,59.749604776284805,54.91549866179121,20.146812368368376,21.633361657332415,2.003564992150862,149.4447120772671,145.87613522171182,0.38952617215467544,0.4694039187186474,0.023363663104917165,0.8065285287045645,0.9521626337608603,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:08:10,2,70,65,60,55,20.0,22.0,150,145,70.00678523519558,65.02033835356477,59.8373937880195,54.96555841548707,19.624665927084408,22.27720810576207,1.9990754893177851,149.81951691709045,145.57966490168212,0.38972217318713237,0.4705775919554873,0.02444642571712261,0.8004701568191143,0.9501858192592771,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:08:20,2,70,65,60,55,20.0,22.0,150,145,69.98054799603717,65.06929066000507,59.777799833097255,54.82700839148491,19.970986066438883,21.836524273957316,2.0019956805717602,149.22168541323805,145.30300497567282,0.3818965762640219,0.47576996667210736,0.02515372752202861,0.799854870747984,0.9536633243899098,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:08:30,2,70,65,60,55,20.0,22.0,150,145,69.98287858317808,65.10810578301334,59.80403594242364,54.8535713415321,19.944804999094195,22.005530179919617,2.0017379085268083,149.81819389389307,144.97152718813948,0.37629770610493357,0.4789842212840772,0.02579889147571747,0.8046210908685182,0.9432971967873581,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:08:40,2,70,65,60,55,20.0,22.0,150,145,69.95700303783178,65.04944140460128,59.8366847384385,54.765495974335124,20.304311019505437,21.447737730600508,1.9936021151663215,150.20412637785725,144.1487081978811,0.3755402460767162,0.4827052003845737,0.030883953249090847,0.8067682016341454,0.9498196711821683,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:08:50,2,70,65,60,55,20.0,22.0,150,145,69.93261003346093,65.04721725030159,59.899338324589515,54.70855519473077,20.316092538982353,21.715180333350418,2.013161910324187,150.09338338223853,144.62230853382334,0.37129245927203924,0.48165744480625566,0.02803453675776483,0.8018302018845943,0.9441994005059884,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:09:00,2,70,65,60,55,20.0,22.0,150,145,69.96674833085751,65.04748973584417,59.82021332493209,54.798015836356285,20.531240190690653,21.81190988266367,2.0090622427899847,149.71218108688112,145.06100490732268,0.37321811398725696,0.4820067371449148,0.028011748210397935,0.8113673723646793,0.9481043853412283,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:09:10,2,70,65,60,55,20.0,22.0,150,145,70.00199284423344,65.01007316427403,59.895439877175505,54.90873689222854,19.59939669238697,22.114059355301787,2.003052928726419,150.3109049811086,144.21488764005477,0.3715385894520221,0.4849277691748129,0.028626475302010165,0.8015287957649091,0.9475909328001196,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:09:20,2,70,65,60,55,20.0,22.0,150,145,70.0258107593673,65.06273594332478,59.98580276748536,54.960739107336146,20.31594585599987,21.988133453843,2.003407503486863,149.9649171442707,144.169519533242,0.3708820488413881,0.4840627799628904,0.025452789026201697,0.8050146652143962,0.9489802576148323,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:09:30,2,70,65,60,55,20.0,22.0,150,145,70.0215273968692,65.04793004927956,60.0805776302506,54.911752027358666,19.73161780933415,21.943938506751593,1.9978013447086291,150.0480603884705,144.76886235564749,0.3701042704509203,0.48477314488823026,0.02932437852786798,0.8024195158028838,0.9474210694144684,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:09:40,2,70,65,60,55,20.0,22.0,150,145,70.09144313393705,65.04981167405782,60.17839024218076,54.76907918823106,19.891148431868103,21.86634924357977,2.0072669223855883,150.13352513293464,145.4448153978117,0.3671014056826354,0.4892896496078146,0.03626923447884856,0.8040156597071363,0.951488274694392,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:09:50,2,70,65,60,55,20.0,22.0,150,145,166.6506068399639,65.01379861543026,60.12447887765912,54.756295448129606,19.700493787778363,22.295296719542975,1.9989300557788725,149.32777474448287,144.5406740267579,0.3655982015758848,0.4913617395607221,0.04094339205957896,0.800796527668195,0.9459039074688456,0,0,0,0,0,0,0,0,0,1,0
2025-11-01 00:10:00,2,70,65,60,55,20.0,22.0,150,145,70.12645112617881,65.04544767557213,60.00390808365895,54.81078339287271,19.833356864251925,21.808783861808045,2.0059450826555376,150.08322610410653,145.24622563200407,0.3622661695369885,0.49197220222548876,0.03900058217440749,0.8046592487611982,0.955624010478979,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:10:10,2,70,65,60,55,20.0,22.0,150,145,70.18523994207915,65.00449359112218,59.92041198743793,54.8705393889865,19.883689532019204,22.085759617217473,2.0016722839499352,149.7238884778595,145.31646590887775,0.3655194751643851,0.49715733970586634,0.03717735347284211,0.8044390276542392,0.943622456619153,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:10:20,2,70,65,60,55,20.0,22.0,150,145,70.19072182218912,65.10439365585246,59.90802313219266,54.79934037193355,20.356517982034426,22.758079727762087,1.9973456561353984,149.31034038599273,144.63453498002903,0.3625561917308114,0.49921047077747066,0.037097749025560546,0.803734469211439,0.953637172377549,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:10:30,2,70,65,60,55,20.0,22.0,150,145,70.14334951804877,65.13070945459513,59.98234407234245,54.997388413044916,20.350788677133703,22.41464769731126,2.0032435494379484,150.291964092663,144.82035395460647,0.3636165468578075,0.5018145747140872,0.04028079289185619,0.8055747782607106,0.9516423612127273,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:10:40,2,70,65,60,55,20.0,22.0,150,145,70.12250955875722,65.11646631549394,60.10417203083712,54.9158689517432,20.223876069808167,22.19364525434232,2.0108162736165274,150.18433665443646,144.8033305938363,0.36279407787968404,0.5034662772549996,0.03615399909013141,0.803875395004168,0.9521571133857493,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:10:50,2,70,65,60,55,20.0,22.0,150,145,70.09418547350474,65.11137563406889,60.12216559715239,55.07922301627,19.692045410176682,22.039890902244064,1.9964993959253041,149.95235223380652,145.13951076288518,0.36005154060481703,0.5053921231927255,0.039382349955568254,0.8055942938661687,0.9489008393829039,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:11:00,2,70,65,60,55,20.0,22.0,150,145,70.1448109558541,65.01871535093619,60.05812903928174,55.11166266935845,19.849383732694218,21.693630154860784,2.0035417822364967,150.78276201461716,144.9671248694635,0.35435591795977467,0.5025213795400469,0.04065177406380901,0.802138172650421,0.9538621454217613,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:11:10,2,70,65,60,55,20.0,22.0,150,145,70.13422004787283,64.9930456996627,59.9262233301292,55.191464224229236,20.07300183479681,21.927629182643102,2.0017602769825715,150.32510058897932,144.9504120681103,0.34841523693404225,0.5026860292752214,0.04051013277007078,0.8093367435952118,0.9449950358594154,1,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:11:20,2,70,65,60,55,20.0,22.0,150,145,70.05603626175791,65.0639277695856,59.92292665694799,55.290429525772765,20.212701127276553,21.97307929171383,2.0072005860772473,150.17136267318884,145.22837660957688,0.34841523693404225,0.5068921958627716,0.04106611192012335,0.8054549135925586,0.949676458099466,1,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:11:30,2,70,65,60,55,20.0,22.0,150,145,70.02200432148146,65.13507848090451,59.92404908475369,55.12799004717611,19.272836202011312,21.524829152954283,2.0038020732807214,150.0640522074554,144.65947417126256,0.34841523693404225,0.5046121062055566,0.03969072128294874,0.8062452475697193,0.9464603074754475,1,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:11:40,2,70,65,60,55,20.0,22.0,150,145,70.06042777198232,65.12939747726904,59.83241486479052,55.11468624175017,19.387479539472714,21.92584678524382,1.996590078760011,149.9981987304547,144.42081765540374,0.34447643223141167,0.5062257743480578,0.04028205647376325,0.8082586836295407,0.9510152242629968,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:11:50,2,70,65,60,55,20.0,22.0,150,145,69.99790945105956,65.09658316254266,60.02335585982277,55.17112477842686,20.118045615626524,22.26855796600832,2.00317585900841,149.7144105051086,145.2862913906781,0.34338547308453216,0.5064768344067062,0.042336852866269724,0.8079055985653926,0.9511807227413691,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:12:00,2,70,65,60,55,20.0,22.0,150,145,70.05499235933586,65.05733203910704,60.153538209064685,55.17947642033431,20.127249783920576,22.15685064641065,1.9971314999803071,151.03763043631264,144.6554060909552,0.3401617333039886,0.5070456737135011,0.041332898717438046,0.8089528192794987,0.9489224627881748,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:12:10,2,70,65,60,55,20.0,22.0,150,145,70.04002631509798,65.15690802576685,60.31605664547045,55.21114369261276,20.194158781910822,21.85504406131019,2.0078699338164503,150.0190017390841,145.06001566335914,0.3381751252702934,0.5051947740646809,0.04251629572889704,0.8055756772670256,0.9453527912844315,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:12:20,2,70,65,60,55,20.0,22.0,150,145,69.97382044497579,65.05105975574925,60.317431384295084,55.30177727669979,19.527082352904724,22.44296210491777,2.006900456770737,150.84196384572894,144.77055786856553,0.3364480523754678,0.5084910537982008,0.04443200404661988,0.8069277941300853,0.9482742406169425,0,0,0,0,0,0,0,0,0,0,0
2025-11-01 00:12:30,2,70,65,60,55,20.0,22.0,150,145,69.95012915363674,65.07047647342097,60.34567231063702,55.30772616816886,19.14543721381098,22.34462971011163,1.9913014311061095,149.72484742307728,144.664188316031,0.3369117893233921,0.5092497514817247,0.04666647845361914,0.8035995695276156,0.9519420722416122,0,0,0,0,0,0,0,0,0,0,0
